900.0999819	1072801
900.200739	1087873
900.3014958	1101660
900.4022521	1113931
900.5030081	1118967
900.6037637	1099496
900.704519	1097624
900.8052738	1113681
900.9060283	1093552
901.0067824	1077717
901.1075361	1074992
901.2082894	1082883
901.3090424	1091655
901.409795	1096794
901.5105472	1091758
901.611299	1075941
901.7120504	1079316
901.8128015	1080369
901.9135521	1061030
902.0143024	1048708
902.1150523	1050057
902.2158018	1043929
902.316551	1064681
902.4172997	1042628
902.5180481	1050247
902.6187961	1047171
902.7195437	1035891
902.8202909	1010362
902.9210377	1005687
903.0217842	994247
903.1225302	983460
903.2232759	986018
903.3240212	997151
903.4247661	1016923
903.5255106	1033865
903.6262547	1019319
903.7269985	1007392
903.8277418	987649
903.9284848	989566
904.0292273	982697
904.1299695	984951
904.2307113	979052
904.3314527	1000475
904.4321937	1009918
904.5329344	1014669
904.6336746	1026860
904.7344144	1017937
904.8351539	1010207
904.9358929	1015230
905.0366316	1022270
905.1373699	1011666
905.2381078	987313
905.3388453	973544
905.4395824	952588
905.5403191	933218
905.6410554	891932
905.7417913	848818
905.8425268	806705
905.9432619	771220
906.0439967	763701
906.144731	748628
906.245465	739209
906.3461985	712813
906.4469317	690868
906.5476644	694966
906.6483968	690730
906.7491287	674771
906.8498603	684824
906.9505915	705420
907.0513223	715591
907.1520526	733602
907.2527826	748604
907.3535122	802000
907.4542414	831718
907.5549701	872182
907.6556985	917127
907.7564265	947282
907.8571541	972559
907.9578812	981177
908.058608	962608
908.1593344	966324
908.2600604	990045
908.3607859	988519
908.4615111	960824
908.5622359	934270
908.6629602	903796
908.7636842	865416
908.8644078	840923
908.9651309	813619
909.0658537	786414
909.166576	754113
909.2672979	739443
909.3680195	689647
909.4687406	679916
909.5694613	661741
909.6701817	635069
909.7709016	619337
909.8716211	598488
909.9723402	573311
910.0730589	564911
910.1737772	560334
910.274495	547545
910.3752125	550930
910.4759296	558835
910.5766462	542358
910.6773625	566454
910.7780783	560544
910.8787937	548462
910.9795088	566823
911.0802234	574436
911.1809376	594365
911.2816513	594808
911.3823647	612387
911.4830777	626862
911.5837902	627253
911.6845024	642149
911.7852141	632785
911.8859254	656273
911.9866363	669218
912.0873468	695780
912.1880569	737200
912.2887666	765077
912.3894758	792725
912.4901846	830134
912.5908931	846804
912.6916011	866190
912.7923087	880416
912.8930158	869932
912.9937226	889887
913.0944289	903314
913.1951349	915756
913.2958404	922794
913.3965455	911063
913.4972501	931355
913.5979544	921969
913.6986582	929852
913.7993616	931884
913.9000646	949668
914.0007672	957306
914.1014694	954473
914.2021711	947579
914.3028725	931690
914.4035734	931805
914.5042738	945168
914.6049739	958726
914.7056735	959349
914.8063728	957159
914.9070716	958924
915.0077699	975157
915.1084679	959115
915.2091654	929761
915.3098625	922604
915.4105592	904002
915.5112555	896894
915.6119513	885531
915.7126467	878670
915.8133417	853971
915.9140363	844277
916.0147304	796155
916.1154241	782172
916.2161174	726787
916.3168103	699324
916.4175027	657129
916.5181947	632850
916.6188863	615142
916.7195775	592434
916.8202682	547447
916.9209585	534845
917.0216484	533522
917.1223378	526597
917.2230268	519704
917.3237154	517505
917.4244036	528666
917.5250913	522817
917.6257786	525458
917.7264655	538823
917.8271519	548455
917.9278379	564211
918.0285235	606409
918.1292086	634196
918.2298933	691672
918.3305776	711727
918.4312614	751870
918.5319449	794880
918.6326278	835132
918.7333104	851353
918.8339925	858565
918.9346742	883205
919.0353554	887110
919.1360362	907510
919.2367166	918303
919.3373965	932129
919.4380761	938575
919.5387551	931637
919.6394338	911557
919.740112	902102
919.8407897	898466
919.941467	891676
920.0421439	892377
920.1428204	879205
920.2434964	878366
920.3441719	847053
920.4448471	818413
920.5455218	782077
920.646196	759782
920.7468698	721800
920.8475432	684954
920.9482162	668987
921.0488887	644915
921.1495607	623679
921.2502323	591759
921.3509035	580011
921.4515742	567738
921.5522445	549240
921.6529144	528076
921.7535838	514042
921.8542527	498661
921.9549212	491401
922.0555893	491445
922.1562569	497786
922.2569241	499260
922.3575909	507413
922.4582572	526066
922.558923	563227
922.6595884	592488
922.7602534	637558
922.8609179	687525
922.961582	732007
923.0622456	783721
923.1629088	838818
923.2635715	886163
923.3642338	919680
923.4648956	910652
923.565557	895607
923.6662179	870572
923.7668784	833034
923.8675385	779471
923.9681981	698888
924.0688572	640964
924.1695159	590928
924.2701741	554070
924.3708319	525876
924.4714893	508259
924.5721462	486021
924.6728026	487156
924.7734586	476002
924.8741141	465282
924.9747692	472351
925.0754238	464264
925.176078	476411
925.2767317	475660
925.377385	480579
925.4780378	493353
925.5786902	511629
925.6793421	534181
925.7799935	574143
925.8806445	599952
925.9812951	639443
926.0819451	668206
926.1825948	701085
926.283244	735856
926.3838927	748304
926.4845409	801665
926.5851887	828422
926.6858361	837048
926.786483	860573
926.8871294	853089
926.9877754	867986
927.0884209	873408
927.1890659	855779
927.2897105	843745
927.3903546	829205
927.4909983	807959
927.5916415	750429
927.6922843	706193
927.7929266	661319
927.8935684	600397
927.9942098	538157
928.0948507	516221
928.1954911	498549
928.2961311	483819
928.3967706	474639
928.4974097	470105
928.5980483	470481
928.6986864	463317
928.7993241	474305
928.8999613	484046
929.000598	496448
929.1012343	515067
929.2018701	539006
929.3025054	575734
929.4031403	632688
929.5037747	678626
929.6044087	700380
929.7050421	720851
929.8056751	765100
929.9063077	782097
930.0069398	770809
930.1075714	764456
930.2082025	730865
930.3088332	715150
930.4094634	687651
930.5100931	645346
930.6107224	618889
930.7113511	579878
930.8119795	538532
930.9126073	509966
931.0132347	482731
931.1138616	493367
931.214488	478625
931.315114	480999
931.4157395	495603
931.5163645	516162
931.6169891	544603
931.7176132	570263
931.8182368	614747
931.9188599	638525
932.0194825	670812
932.1201047	679642
932.2207264	697448
932.3213477	681368
932.4219684	684460
932.5225887	689494
